INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (6, '식품', '베스트셀러 상품입니다.', '/images/product/detail_1.jpg', '식품 상품 1', 67022, '/images/product/thumb_1.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (64, '가전', '품질 좋은 상품입니다.', '/images/product/detail_125.jpg', '가전 상품 125', 7716, '/images/product/thumb_125.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (38, '문구', '품질 좋은 상품입니다.', '/images/product/detail_126.jpg', '문구 상품 126', 11767, '/images/product/thumb_126.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (90, '가전', '베스트셀러 상품입니다.', '/images/product/detail_127.jpg', '가전 상품 127', 45052, '/images/product/thumb_127.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (32, '리빙', '한정 수량 특가!', '/images/product/detail_128.jpg', '리빙 상품 128', 22958, '/images/product/thumb_128.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (57, '의류', '베스트셀러 상품입니다.', '/images/product/detail_129.jpg', '의류 상품 129', 2766, '/images/product/thumb_129.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (45, '가전', '품질 좋은 상품입니다.', '/images/product/detail_130.jpg', '가전 상품 130', 22617, '/images/product/thumb_130.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (50, '가전', '한정 수량 특가!', '/images/product/detail_131.jpg', '가전 상품 131', 68380, '/images/product/thumb_131.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (14, '리빙', '국내산 원재료 사용.', '/images/product/detail_132.jpg', '리빙 상품 132', 74257, '/images/product/thumb_132.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (67, '리빙', '품질 좋은 상품입니다.', '/images/product/detail_133.jpg', '리빙 상품 133', 12263, '/images/product/thumb_133.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (87, '리빙', '할인 중인 인기 제품입니다.', '/images/product/detail_134.jpg', '리빙 상품 134', 31579, '/images/product/thumb_134.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (94, '의류', '국내산 원재료 사용.', '/images/product/detail_135.jpg', '의류 상품 135', 68561, '/images/product/thumb_135.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (91, '리빙', '할인 중인 인기 제품입니다.', '/images/product/detail_136.jpg', '리빙 상품 136', 76997, '/images/product/thumb_136.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (69, '식품', '베스트셀러 상품입니다.', '/images/product/detail_137.jpg', '식품 상품 137', 80148, '/images/product/thumb_137.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (62, '리빙', '할인 중인 인기 제품입니다.', '/images/product/detail_138.jpg', '리빙 상품 138', 79979, '/images/product/thumb_138.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (47, '의류', '국내산 원재료 사용.', '/images/product/detail_139.jpg', '의류 상품 139', 56527, '/images/product/thumb_139.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (85, '리빙', '품질 좋은 상품입니다.', '/images/product/detail_140.jpg', '리빙 상품 140', 68315, '/images/product/thumb_140.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (98, '가전', '할인 중인 인기 제품입니다.', '/images/product/detail_141.jpg', '가전 상품 141', 39795, '/images/product/thumb_141.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (92, '식품', '할인 중인 인기 제품입니다.', '/images/product/detail_142.jpg', '식품 상품 142', 72461, '/images/product/thumb_142.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (30, '리빙', '할인 중인 인기 제품입니다.', '/images/product/detail_143.jpg', '리빙 상품 143', 48051, '/images/product/thumb_143.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (15, '리빙', '국내산 원재료 사용.', '/images/product/detail_144.jpg', '리빙 상품 144', 50923, '/images/product/thumb_144.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (3, '가전', '품질 좋은 상품입니다.', '/images/product/detail_145.jpg', '가전 상품 145', 47489, '/images/product/thumb_145.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (88, '식품', '베스트셀러 상품입니다.', '/images/product/detail_146.jpg', '식품 상품 146', 74931, '/images/product/thumb_146.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (2, '식품', '품질 좋은 상품입니다.', '/images/product/detail_147.jpg', '식품 상품 147', 70620, '/images/product/thumb_147.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (86, '가전', '할인 중인 인기 제품입니다.', '/images/product/detail_148.jpg', '가전 상품 148', 51939, '/images/product/thumb_148.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (32, '리빙', '베스트셀러 상품입니다.', '/images/product/detail_149.jpg', '리빙 상품 149', 14673, '/images/product/thumb_149.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (65, '문구', '베스트셀러 상품입니다.', '/images/product/detail_150.jpg', '문구 상품 150', 15973, '/images/product/thumb_150.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (86, '문구', '베스트셀러 상품입니다.', '/images/product/detail_151.jpg', '문구 상품 151', 34521, '/images/product/thumb_151.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (54, '리빙', '국내산 원재료 사용.', '/images/product/detail_152.jpg', '리빙 상품 152', 44007, '/images/product/thumb_152.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (64, '식품', '국내산 원재료 사용.', '/images/product/detail_153.jpg', '식품 상품 153', 49727, '/images/product/thumb_153.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (99, '가전', '품질 좋은 상품입니다.', '/images/product/detail_154.jpg', '가전 상품 154', 44867, '/images/product/thumb_154.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (49, '식품', '베스트셀러 상품입니다.', '/images/product/detail_155.jpg', '식품 상품 155', 62396, '/images/product/thumb_155.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (80, '가전', '한정 수량 특가!', '/images/product/detail_156.jpg', '가전 상품 156', 93964, '/images/product/thumb_156.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (11, '식품', '할인 중인 인기 제품입니다.', '/images/product/detail_157.jpg', '식품 상품 157', 86319, '/images/product/thumb_157.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (1, '가전', '국내산 원재료 사용.', '/images/product/detail_158.jpg', '가전 상품 158', 66721, '/images/product/thumb_158.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (63, '리빙', '국내산 원재료 사용.', '/images/product/detail_159.jpg', '리빙 상품 159', 57532, '/images/product/thumb_159.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (16, '리빙', '베스트셀러 상품입니다.', '/images/product/detail_160.jpg', '리빙 상품 160', 62598, '/images/product/thumb_160.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (25, '식품', '국내산 원재료 사용.', '/images/product/detail_161.jpg', '식품 상품 161', 40963, '/images/product/thumb_161.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (51, '의류', '품질 좋은 상품입니다.', '/images/product/detail_162.jpg', '의류 상품 162', 67249, '/images/product/thumb_162.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (29, '가전', '베스트셀러 상품입니다.', '/images/product/detail_163.jpg', '가전 상품 163', 44679, '/images/product/thumb_163.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (92, '의류', '베스트셀러 상품입니다.', '/images/product/detail_164.jpg', '의류 상품 164', 41809, '/images/product/thumb_164.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (61, '의류', '할인 중인 인기 제품입니다.', '/images/product/detail_165.jpg', '의류 상품 165', 28700, '/images/product/thumb_165.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (97, '식품', '국내산 원재료 사용.', '/images/product/detail_166.jpg', '식품 상품 166', 80580, '/images/product/thumb_166.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (39, '의류', '할인 중인 인기 제품입니다.', '/images/product/detail_167.jpg', '의류 상품 167', 52336, '/images/product/thumb_167.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (33, '가전', '한정 수량 특가!', '/images/product/detail_168.jpg', '가전 상품 168', 13081, '/images/product/thumb_168.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (43, '리빙', '한정 수량 특가!', '/images/product/detail_169.jpg', '리빙 상품 169', 55229, '/images/product/thumb_169.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (18, '의류', '할인 중인 인기 제품입니다.', '/images/product/detail_170.jpg', '의류 상품 170', 63960, '/images/product/thumb_170.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (46, '문구', '품질 좋은 상품입니다.', '/images/product/detail_171.jpg', '문구 상품 171', 65956, '/images/product/thumb_171.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (6, '리빙', '한정 수량 특가!', '/images/product/detail_172.jpg', '리빙 상품 172', 47921, '/images/product/thumb_172.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (49, '의류', '한정 수량 특가!', '/images/product/detail_173.jpg', '의류 상품 173', 26460, '/images/product/thumb_173.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (1, '리빙', '한정 수량 특가!', '/images/product/detail_174.jpg', '리빙 상품 174', 32709, '/images/product/thumb_174.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (51, '가전', '베스트셀러 상품입니다.', '/images/product/detail_175.jpg', '가전 상품 175', 6124, '/images/product/thumb_175.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (83, '리빙', '품질 좋은 상품입니다.', '/images/product/detail_176.jpg', '리빙 상품 176', 59707, '/images/product/thumb_176.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (82, '문구', '품질 좋은 상품입니다.', '/images/product/detail_177.jpg', '문구 상품 177', 47355, '/images/product/thumb_177.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (50, '리빙', '베스트셀러 상품입니다.', '/images/product/detail_178.jpg', '리빙 상품 178', 7414, '/images/product/thumb_178.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (10, '리빙', '국내산 원재료 사용.', '/images/product/detail_179.jpg', '리빙 상품 179', 3363, '/images/product/thumb_179.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (11, '가전', '품질 좋은 상품입니다.', '/images/product/detail_180.jpg', '가전 상품 180', 33057, '/images/product/thumb_180.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (23, '리빙', '품질 좋은 상품입니다.', '/images/product/detail_181.jpg', '리빙 상품 181', 7542, '/images/product/thumb_181.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (40, '가전', '베스트셀러 상품입니다.', '/images/product/detail_182.jpg', '가전 상품 182', 11689, '/images/product/thumb_182.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (24, '리빙', '국내산 원재료 사용.', '/images/product/detail_183.jpg', '리빙 상품 183', 32198, '/images/product/thumb_183.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (78, '가전', '품질 좋은 상품입니다.', '/images/product/detail_184.jpg', '가전 상품 184', 1831, '/images/product/thumb_184.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (37, '식품', '베스트셀러 상품입니다.', '/images/product/detail_185.jpg', '식품 상품 185', 58375, '/images/product/thumb_185.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (69, '가전', '한정 수량 특가!', '/images/product/detail_186.jpg', '가전 상품 186', 94974, '/images/product/thumb_186.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (56, '리빙', '품질 좋은 상품입니다.', '/images/product/detail_187.jpg', '리빙 상품 187', 84442, '/images/product/thumb_187.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (32, '문구', '베스트셀러 상품입니다.', '/images/product/detail_188.jpg', '문구 상품 188', 63309, '/images/product/thumb_188.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (93, '식품', '국내산 원재료 사용.', '/images/product/detail_189.jpg', '식품 상품 189', 48255, '/images/product/thumb_189.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (42, '리빙', '한정 수량 특가!', '/images/product/detail_190.jpg', '리빙 상품 190', 23204, '/images/product/thumb_190.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (33, '문구', '품질 좋은 상품입니다.', '/images/product/detail_191.jpg', '문구 상품 191', 18506, '/images/product/thumb_191.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (72, '리빙', '국내산 원재료 사용.', '/images/product/detail_192.jpg', '리빙 상품 192', 74928, '/images/product/thumb_192.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (57, '가전', '베스트셀러 상품입니다.', '/images/product/detail_193.jpg', '가전 상품 193', 84798, '/images/product/thumb_193.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (39, '식품', '할인 중인 인기 제품입니다.', '/images/product/detail_194.jpg', '식품 상품 194', 98057, '/images/product/thumb_194.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (42, '가전', '할인 중인 인기 제품입니다.', '/images/product/detail_195.jpg', '가전 상품 195', 39898, '/images/product/thumb_195.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (57, '리빙', '할인 중인 인기 제품입니다.', '/images/product/detail_196.jpg', '리빙 상품 196', 9769, '/images/product/thumb_196.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (24, '문구', '베스트셀러 상품입니다.', '/images/product/detail_197.jpg', '문구 상품 197', 5080, '/images/product/thumb_197.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (79, '가전', '국내산 원재료 사용.', '/images/product/detail_198.jpg', '가전 상품 198', 94931, '/images/product/thumb_198.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (13, '식품', '품질 좋은 상품입니다.', '/images/product/detail_199.jpg', '식품 상품 199', 46720, '/images/product/thumb_199.jpg');
INSERT INTO product_tbl (amount, category, description, detail_url, productName, productPrice, thumbnail_url) VALUES (20, '문구', '할인 중인 인기 제품입니다.', '/images/product/detail_200.jpg', '문구 상품 200', 32812, '/images/product/thumb_200.jpg');
